FECHA (YYMMDD);HORA (HHMM);;
120915;1200;10,2;
120915;1300;11,6;
120915;1400;12;
120915;1500;12,3;
120915;1600;11,5;
120915;1700;9,29999;
120915;1800;6,2;
120915;1900;5,2;
120915;2000;5,2;
120915;2100;4,8;
120915;2200;4,3;
120915;2300;3,8;
120916;0000;3,6;
120916;0100;10,7;
120916;0200;4,1;
120916;0300;3,3;
120916;0400;3,5;
120916;0500;3,5;
120916;0600;3;
120916;0700;3,7;
120916;0800;3,7;
120916;0900;4,39999;
120916;1000;5,5;
120916;1100;7,3;
120916;1200;8,59998;
120916;1300;9,09998;
120916;1400;8,79999;
120916;1500;9,29999;
120916;1600;8,7;
120916;1700;8,29999;
120916;1800;8,29999;
120916;1900;6;
120916;2000;5,2;
120916;2100;4,39999;
120916;2200;4,1;
120916;2300;3,8;
120917;0000;3,2;
120917;0100;2,9;
120917;0200;2,1;
120917;0300;1,7;
120917;0400;1,3;
120917;0500;0,799998;
120917;0600;0,2;
120917;0700;-0,599998;
120917;0800;-0,5;
120917;0900;3,8;
120917;1000;6,2;
120917;1100;7,5;
120917;1200;9,59998;
120917;1300;11,4;
120917;1400;12,2;
120917;1500;12,3;
120917;1600;11,3;
120917;1700;10,5;
120917;1800;9,7;
120917;1900;8,5;
120917;2000;6,39999;
120917;2100;5,6;
120917;2200;4,5;
120917;2300;3,4;
120918;0000;1,8;
120918;0100;1,2;
120918;0200;0,3;
120918;0300;-0,7;
120918;0400;-0,9;
120918;0500;-1,3;
120918;0600;-1,4;
120918;0700;-1,2;
120918;0800;-0,5;
120918;0900;3,9;
120918;1000;6,7;
120918;1100;8,59998;
120918;1200;11,4;
120918;1300;10,9;
120918;1400;10,4;
120918;1500;11,1;
120918;1600;9,5;
120918;1700;9,39998;
120918;1800;8,2;
120918;1900;7,1;
120918;2000;6,6;
120918;2100;6,6;
120918;2200;6,5;
120918;2300;6,89999;
120919;0000;6,89999;
120919;0100;7,1;
120919;0200;6,2;
120919;0300;6;
120919;0400;5,7;
120919;0500;5,7;
120919;0600;5,89999;
120919;0700;6,1;
120919;0800;6,1;
120919;0900;6,6;
120919;1000;9,09998;
120919;1100;9,2;
120919;1200;8,89998;
120919;1300;10,4;
120919;1400;10,7;
120919;1500;11,8;
120919;1600;11,7;
120919;1700;10;
120919;1800;8;
120919;1900;5,89999;
120919;2000;5,3;
120919;2100;5,2;
120919;2200;5,1;
120919;2300;4,6;
120920;0000;4,6;
120920;0100;4,2;
120920;0200;3,9;
120920;0300;4,1;
120920;0400;3,8;
120920;0500;4,1;
120920;0600;4,1;
120920;0700;4;
120920;0800;5;
120920;0900;7;
120920;1000;9,89998;
120920;1100;11,5;
120920;1200;10,4;
120920;1300;10,4;
120920;1400;11,4;
120920;1500;11,5;
120920;1600;12;
120920;1700;11,9;
120920;1800;9,39998;
120920;1900;7,1;
120920;2000;6,3;
120920;2100;5,7;
120920;2200;5,3;
120920;2300;5;
120921;0000;5;
120921;0100;4,8;
120921;0200;4,8;
120921;0300;4,39999;
120921;0400;4,2;
120921;0500;4,1;
120921;0600;3,9;
120921;0700;4,2;
120921;0800;5;
120921;0900;7,3;
120921;1000;9,09998;
120921;1100;11;
120921;1200;12,8;
120921;1300;13,2;
120921;1400;13,6;
120921;1500;13,3;
120921;1600;13,1;
120921;1700;12,9;
120921;1800;11;
120921;1900;8,29999;
120921;2000;7,1;
120921;2100;6,39999;
120921;2200;5,8;
120921;2300;5,5;
120922;0000;5;
120922;0100;5,3;
120922;0200;4,7;
120922;0300;4,6;
120922;0400;4,3;
120922;0500;3,7;
120922;0600;2,6;
120922;0700;2,1;
120922;0800;4,1;
120922;0900;7,39999;
120922;1000;9,5;
120922;1100;11,6;
120922;1200;13,5;
120922;1300;14,3;
120922;1400;14,4;
120922;1500;14,1;
120922;1600;13,8;
120922;1700;13,9;
120922;1800;12,1;
120922;1900;9,7;
120922;2000;7,39999;
120922;2100;6,39999;
120922;2200;5,7;
120922;2300;5;
120923;0000;4,5;
120923;0100;4,3;
120923;0200;3,9;
120923;0300;3,6;
120923;0400;3,6;
120923;0500;3,4;
120923;0600;2,9;
120923;0700;3,3;
120923;0800;4,5;
120923;0900;8,89998;
120923;1000;10,1;
120923;1100;11,4;
120923;1200;12,7;
120923;1300;13,8;
120923;1400;14,4;
120923;1500;14,7;
120923;1600;15;
120923;1700;14,7;
120923;1800;12,9;
120923;1900;10,2;
120923;2000;8,39998;
120923;2100;7,7;
120923;2200;6,7;
120923;2300;5,6;
120924;0000;4,5;
120924;0100;3,2;
120924;0200;2,8;
120924;0300;1,9;
120924;0400;1,1;
120924;0500;0,4;
120924;0600;0,2;
120924;0700;-0,0999998;
120924;0800;1,6;
120924;0900;5,7;
120924;1000;8,29999;
120924;1100;11,1;
120924;1200;14,1;
120924;1300;16,4;
120924;1400;18,2;
120924;1500;18,5;
120924;1600;19,1;
120924;1700;19,2;
120924;1800;18,1;
120924;1900;16;
120924;2000;14,7;
120924;2100;11,9;
120924;2200;11;
120924;2300;10,5;
120925;0000;9,29999;
120925;0100;6,6;
120925;0200;6;
120925;0300;4,89999;
120925;0400;3,9;
120925;0500;3,3;
120925;0600;2,7;
120925;0700;2,2;
120925;0800;3,4;
120925;0900;8,7;
120925;1000;11,2;
120925;1100;13,8;
120925;1200;17,4;
120925;1300;18,4;
120925;1400;19;
120925;1500;19,4;
120925;1600;19,8;
120925;1700;19,9;
120925;1800;19;
120925;1900;17,3;
120925;2000;15,6;
120925;2100;14,9;
120925;2200;13,7;
120925;2300;11,8;
120926;0000;10,3;
120926;0100;9,29999;
120926;0200;7,8;
120926;0300;6,3;
120926;0400;5,3;
120926;0500;3,8;
120926;0600;2,7;
120926;0700;2,4;
120926;0800;3,9;
120926;0900;8,2;
120926;1000;11,9;
120926;1100;14;
120926;1200;16,6;
120926;1300;18;
120926;1400;19,3;
120926;1500;20,7;
120926;1600;22,2;
120926;1700;21,6;
120926;1800;20,3;
120926;1900;17,7;
120926;2000;15;
120926;2100;13,9;
120926;2200;12,6;
120926;2300;11;
120927;0000;9,89998;
120927;0100;8,89998;
120927;0200;7,6;
120927;0300;6,8;
120927;0400;6,39999;
120927;0500;5,5;
120927;0600;5;
120927;0700;4,2;
120927;0800;5,39999;
120927;0900;8,39998;
120927;1000;11;
120927;1100;13,9;
120927;1200;16,8;
120927;1300;19,2;
120927;1400;20,8;
120927;1500;21,7;
120927;1600;21,7;
120927;1700;21,3;
120927;1800;19,1;
120927;1900;16,2;
120927;2000;13,2;
120927;2100;11,7;
120927;2200;10,6;
120927;2300;9,7;
120928;0000;9,29999;
120928;0100;8,89998;
120928;0200;8,5;
120928;0300;7,89999;
120928;0400;7,39999;
120928;0500;6,89999;
120928;0600;6,5;
120928;0700;6,5;
120928;0800;7,89999;
120928;0900;12;
120928;1000;13;
120928;1100;15;
120928;1200;15,8;
120928;1300;15,5;
120928;1400;14,5;
120928;1500;14,1;
120928;1600;13,7;
120928;1700;13,4;
120928;1800;13,2;
120928;1900;11,6;
120928;2000;10,5;
120928;2100;9,5;
120928;2200;8,59998;
120928;2300;8,5;
120929;0000;8,2;
120929;0100;7,7;
120929;0200;7,89999;
120929;0300;7,7;
120929;0400;7,5;
120929;0500;7;
120929;0600;6,3;
120929;0700;6,2;
120929;0800;6,3;
120929;0900;7,2;
120929;1000;7,8;
120929;1100;8,5;
120929;1200;10,3;
120929;1300;11,9;
120929;1400;12,7;
120929;1500;14,5;
120929;1600;12,6;
120929;1700;12,9;
120929;1800;12,1;
120929;1900;10,7;
120929;2000;9,7;
120929;2100;8,5;
120929;2200;8,5;
120929;2300;7,6;
120930;0000;7,1;
120930;0100;7,1;
120930;0200;7;
120930;0300;6,8;
120930;0400;6,5;
120930;0500;6,3;
120930;0600;5,7;
120930;0700;5,39999;
120930;0800;5,39999;
120930;0900;6,2;
120930;1000;7,7;
120930;1100;9;
120930;1200;11,1;
120930;1300;11,5;
120930;1400;12,5;
120930;1500;11,8;
120930;1600;10;
120930;1700;9,89998;
120930;1800;9,29999;
120930;1900;7;
120930;2000;6,6;
120930;2100;6,39999;
120930;2200;6,2;
120930;2300;5,8;
121001;0000;6,2;
121001;0100;6;
121001;0200;5;
121001;0300;5,1;
121001;0400;5,2;
121001;0500;5;
121001;0600;5;
121001;0700;5,2;
121001;0800;7;
121001;0900;10,4;
121001;1000;10,4;
121001;1100;10,5;
121001;1200;10,7;
121001;1300;11,6;
121001;1400;12;
121001;1500;12;
121001;1600;12,5;
121001;1700;11,6;
121001;1800;8,79999;
121001;1900;6,3;
121001;2000;5,39999;
121001;2100;4,3;
121001;2200;3,9;
121001;2300;4,2;
121002;0000;3,6;
121002;0100;2,9;
121002;0200;2,8;
121002;0300;3,2;
121002;0400;3,1;
121002;0500;2,6;
121002;0600;3,2;
121002;0700;3,9;
121002;0800;4,39999;
121002;0900;5,89999;
121002;1000;10,2;
121002;1100;11,2;
121002;1200;11,7;
121002;1300;12,4;
121002;1400;12,2;
121002;1500;11,9;
121002;1600;10,8;
121002;1700;12,3;
121002;1800;10,7;
121002;1900;8,39998;
121002;2000;7,39999;
121002;2100;7,3;
121002;2200;7,39999;
121002;2300;6,8;
121003;0000;6,3;
121003;0100;6,5;
121003;0200;6,6;
121003;0300;6,39999;
121003;0400;6;
121003;0500;5,39999;
121003;0600;5,89999;
121003;0700;7,2;
121003;0800;8,5;
121003;0900;9,5;
121003;1000;11,7;
121003;1100;13,3;
121003;1200;15,7;
121003;1300;16,3;
121003;1400;14,3;
121003;1500;12,1;
121003;1600;10,3;
121003;1700;9;
121003;1800;8,2;
121003;1900;7,8;
121003;2000;7,3;
121003;2100;6,89999;
121003;2200;6,6;
121003;2300;6,39999;
121004;0000;5,89999;
121004;0100;5,5;
121004;0200;6,1;
121004;0300;5,8;
121004;0400;6;
121004;0500;5,3;
121004;0600;5;
121004;0700;4,3;
121004;0800;5;
121004;0900;6,2;
121004;1000;8,79999;
121004;1100;7,8;
121004;1200;11,6;
121004;1300;11,8;
121004;1400;6,6;
121004;1500;8,79999;
121004;1600;6;
121004;1700;5,8;
121004;1800;5,89999;
121004;1900;4,5;
121004;2000;4,2;
121004;2100;3,9;
121004;2200;3,4;
121004;2300;3,5;
121005;0000;4;
121005;0100;4,2;
121005;0200;4;
121005;0300;3,9;
121005;0400;3,4;
121005;0500;3,1;
121005;0600;3,7;
121005;0700;3,4;
121005;0800;5;
121005;0900;6,6;
121005;1000;6,2;
121005;1100;9,29999;
121005;1200;10,7;
121005;1300;9,39998;
121005;1400;10,9;
121005;1500;11,5;
121005;1600;8,2;
121005;1700;9,09998;
121005;1800;8,59998;
121005;1900;6,2;
121005;2000;4,5;
121005;2100;4;
121005;2200;3,2;
121005;2300;3;
121006;0000;2,7;
121006;0100;2,5;
121006;0200;2,5;
121006;0300;2,2;
121006;0400;2,9;
121006;0500;2,2;
121006;0600;2;
121006;0700;2,5;
121006;0800;4,2;
121006;0900;6,6;
121006;1000;6,7;
121006;1100;7,1;
121006;1200;6,89999;
121006;1300;6;
121006;1400;6,3;
121006;1500;6,89999;
121006;1600;7,39999;
121006;1700;7,89999;
121006;1800;6,89999;
121006;1900;6,39999;
121006;2000;4,8;
121006;2100;3,8;
121006;2200;3,3;
121006;2300;3,2;
121007;0000;3,3;
121007;0100;3;
121007;0200;2,2;
121007;0300;2,3;
121007;0400;1,7;
121007;0500;0;
121007;0600;-0,3;
121007;0700;-0,7;
121007;0800;2,5;
121007;0900;6,6;
121007;1000;8,59998;
121007;1100;10,5;
121007;1200;12,5;
121007;1300;14,8;
121007;1400;15,4;
121007;1500;14,6;
121007;1600;14,7;
121007;1700;14,5;
121007;1800;12,7;
121007;1900;10,5;
121007;2000;9,5;
121007;2100;9,09998;
121007;2200;7,8;
121007;2300;7,1;
121008;0000;6,5;
121008;0100;6,39999;
121008;0200;6,3;
121008;0300;5,89999;
121008;0400;5,5;
121008;0500;5,6;
121008;0600;5,6;
121008;0700;5,7;
121008;0800;6,1;
121008;0900;7,1;
121008;1000;7,7;
121008;1100;7,89999;
121008;1200;8,5;
121008;1300;9,09998;
121008;1400;9,79999;
121008;1500;10,3;
121008;1600;10,4;
121008;1700;10,3;
121008;1800;10,9;
121008;1900;9;
121008;2000;8,29999;
121008;2100;8,29999;
121008;2200;8;
121008;2300;7,7;
121009;0000;7,5;
121009;0100;7;
121009;0200;7;
121009;0300;6,6;
121009;0400;6,39999;
121009;0500;5,89999;
121009;0600;5,5;
121009;0700;5,1;
121009;0800;7,6;
121009;0900;11,8;
121009;1000;12,2;
121009;1100;13,5;
121009;1200;15;
121009;1300;14,9;
121009;1400;15,9;
121009;1500;16,7;
121009;1600;16,9;
121009;1700;15,2;
121009;1800;12,4;
121009;1900;11,9;
121009;2000;10,3;
121009;2100;9,59998;
121009;2200;9,09998;
121009;2300;8,7;
121010;0000;8,5;
121010;0100;8,09998;
121010;0200;7,3;
121010;0300;7,1;
121010;0400;7,2;
121010;0500;7,2;
121010;0600;7,1;
121010;0700;7,6;
121010;0800;9,09998;
121010;0900;10,7;
121010;1000;11,8;
121010;1100;12,8;
121010;1200;13,8;
121010;1300;15,6;
121010;1400;16,3;
121010;1500;15,1;
121010;1600;15,5;
121010;1700;15,2;
121010;1800;13,8;
121010;1900;12,3;
121010;2000;11,3;
121010;2100;10,8;
121010;2200;10,5;
121010;2300;10,3;
121011;0000;9,89998;
121011;0100;;
121011;0200;;
121011;0300;9,2;
121011;0400;8,59998;
121011;0500;8,7;
121011;0600;8,89998;
121011;0700;9,2;
121011;0800;9,79999;
121011;0900;10,3;
121011;1000;11,5;
121011;1100;13,9;
121011;1200;18;
121011;1300;16,7;
121011;1400;15,7;
121011;1500;16,8;
121011;1600;15,5;
121011;1700;13,6;
121011;1800;13;
121011;1900;11,9;
121011;2000;11,1;
121011;2100;10,7;
121011;2200;10,4;
121011;2300;9,79999;
121012;0000;9,7;
121012;0100;9,39998;
121012;0200;9;
121012;0300;8,7;
121012;0400;8,2;
121012;0500;7,5;
121012;0600;7,7;
121012;0700;7,89999;
121012;0800;9,09998;
121012;0900;10,7;
121012;1000;12;
121012;1100;14,4;
121012;1200;14,9;
121012;1300;16;
121012;1400;17,2;
121012;1500;17,5;
121012;1600;16,2;
121012;1700;16,8;
121012;1800;17,1;
121012;1900;15,3;
121012;2000;12,7;
121012;2100;11,4;
121012;2200;10,7;
121012;2300;10;
121013;0000;8,59998;
121013;0100;7,7;
121013;0200;6,8;
121013;0300;6,6;
121013;0400;6;
121013;0500;5,39999;
121013;0600;5,39999;
121013;0700;6,3;
121013;0800;7,89999;
121013;0900;10,7;
121013;1000;13,9;
121013;1100;15,8;
121013;1200;18,6;
121013;1300;19,9;
121013;1400;19,8;
121013;1500;18,6;
121013;1600;18,3;
121013;1700;18,5;
121013;1800;16;
121013;1900;13,9;
121013;2000;11,1;
121013;2100;9,89998;
121013;2200;8,89998;
121013;2300;8,59998;
121014;0000;8,2;
121014;0100;7,5;
121014;0200;7,1;
121014;0300;6,5;
121014;0400;6,2;
121014;0500;6;
121014;0600;4,8;
121014;0700;4,5;
121014;0800;7,7;
121014;0900;11,3;
121014;1000;13,6;
121014;1100;15,2;
121014;1200;17,1;
121014;1300;19,2;
121014;1400;20,6;
121014;1500;21,2;
121014;1600;22,1;
121014;1700;22,3;
121014;1800;20,8;
121014;1900;18,6;
121014;2000;14,6;
121014;2100;13,1;
121014;2200;12;
121014;2300;10,9;
121015;0000;9,79999;
121015;0100;9,7;
121015;0200;9;
121015;0300;8,5;
121015;0400;8,39998;
121015;0500;7,89999;
121015;0600;7,5;
121015;0700;7,5;
121015;0800;9,7;
121015;0900;12,7;
121015;1000;15,6;
121015;1100;17;
121015;1200;17,3;
121015;1300;18;
121015;1400;18,5;
121015;1500;17,9;
121015;1600;17,7;
121015;1700;17,9;
121015;1800;16,4;
121015;1900;14,2;
121015;2000;12,3;
121015;2100;10,7;
121015;2200;9,7;
121015;2300;9,39998;
121016;0000;9,29999;
121016;0100;9;
121016;0200;8,39998;
121016;0300;7,8;
121016;0400;7,5;
121016;0500;6,7;
121016;0600;6,6;
121016;0700;6,6;
121016;0800;10;
121016;0900;13;
121016;1000;14;
121016;1100;15,8;
121016;1200;17,6;
121016;1300;19,8;
121016;1400;19,9;
121016;1500;15,8;
121016;1600;16,8;
121016;1700;16,9;
121016;1800;15,8;
121016;1900;14,3;
121016;2000;12,1;
121016;2100;10,8;
121016;2200;10,1;
121016;2300;9,5;
121017;0000;8,7;
121017;0100;8,39998;
121017;0200;8,2;
121017;0300;7,8;
121017;0400;7,2;
121017;0500;7;
121017;0600;6,1;
121017;0700;4,7;
121017;0800;7,39999;
121017;0900;12,6;
121017;1000;14,9;
121017;1100;16,1;
121017;1200;18,7;
121017;1300;20,5;
121017;1400;22,2;
121017;1500;22,7;
121017;1600;23,3;
121017;1700;22,5;
121017;1800;21,4;
121017;1900;19,7;
121017;2000;16,1;
121017;2100;14,2;
121017;2200;13;
121017;2300;12;
121018;0000;11,7;
121018;0100;11,4;
121018;0200;10,6;
121018;0300;9,7;
121018;0400;9,2;
121018;0500;9,09998;
121018;0600;8,89998;
121018;0700;9,39998;
121018;0800;11,8;
121018;0900;14,9;
121018;1000;15,6;
121018;1100;16,7;
121018;1200;17,8;
121018;1300;18;
121018;1400;18,8;
121018;1500;18,7;
121018;1600;17,6;
121018;1700;17,1;
121018;1800;15,5;
121018;1900;13,4;
121018;2000;12;
121018;2100;11,6;
121018;2200;11,1;
121018;2300;10,1;
121019;0000;9,79999;
121019;0100;9,79999;
121019;0200;9,7;
121019;0300;9,5;
121019;0400;9,39998;
121019;0500;8,59998;
121019;0600;7,89999;
121019;0700;7,8;
121019;0800;11,3;
121019;0900;13,9;
121019;1000;14,5;
121019;1100;15,6;
121019;1200;16,9;
121019;1300;17,6;
121019;1400;17,7;
121019;1500;18,3;
121019;1600;18,5;
121019;1700;17,2;
121019;1800;15,5;
121019;1900;14;
121019;2000;12;
121019;2100;11,5;
121019;2200;10,8;
121019;2300;10,1;
121020;0000;9,09998;
121020;0100;8,39998;
121020;0200;8,59998;
121020;0300;7,8;
121020;0400;9,09998;
121020;0500;8,39998;
121020;0600;7,3;
121020;0700;8,39998;
121020;0800;10,7;
121020;0900;13,7;
121020;1000;15,8;
121020;1100;15,7;
121020;1200;16,9;
121020;1300;17;
121020;1400;16,9;
121020;1500;17,1;
121020;1600;16,5;
121020;1700;15,6;
121020;1800;14;
121020;1900;12,3;
121020;2000;11,4;
121020;2100;10,8;
121020;2200;10,6;
121020;2300;10,6;
121021;0000;10,5;
121021;0100;10,4;
121021;0200;9,5;
121021;0300;8,7;
121021;0400;8,39998;
121021;0500;8,09998;
121021;0600;7,39999;
121021;0700;7,6;
121021;0800;11,4;
121021;0900;14,1;
121021;1000;16,5;
121021;1100;17,5;
121021;1200;17,6;
121021;1300;17,2;
121021;1400;18,6;
121021;1500;17,6;
121021;1600;18,8;
121021;1700;17,9;
121021;1800;17,2;
121021;1900;16,1;
121021;2000;12,6;
121021;2100;11,2;
121021;2200;10,4;
121021;2300;9,5;
121022;0000;9,09998;
121022;0100;8,5;
121022;0200;7,8;
121022;0300;7,3;
121022;0400;7;
121022;0500;6,3;
121022;0600;6,2;
121022;0700;6,6;
121022;0800;10,3;
121022;0900;14;
121022;1000;14,6;
121022;1100;15,7;
121022;1200;16,5;
121022;1300;18;
121022;1400;16;
121022;1500;15,8;
121022;1600;15,6;
121022;1700;14,9;
121022;1800;14,2;
121022;1900;12,3;
121022;2000;10,5;
121022;2100;9;
121022;2200;8,79999;
121022;2300;8,89998;
121023;0000;8,2;
121023;0100;8,29999;
121023;0200;7,6;
121023;0300;7;
121023;0400;6,39999;
121023;0500;6,39999;
121023;0600;6,39999;
121023;0700;6,3;
121023;0800;7;
121023;0900;8;
121023;1000;10,1;
121023;1100;9,39998;
121023;1200;11,4;
121023;1300;11,7;
121023;1400;10,6;
121023;1500;12;
121023;1600;11;
121023;1700;8,89998;
121023;1800;6,2;
121023;1900;6,1;
121023;2000;3,8;
121023;2100;2,9;
121023;2200;2,8;
121023;2300;2,2;
121024;0000;1,1;
121024;0100;2,3;
121024;0200;2,7;
121024;0300;2,9;
121024;0400;3,3;
121024;0500;3,4;
121024;0600;3,5;
121024;0700;3,7;
121024;0800;4,39999;
121024;0900;5,1;
121024;1000;5,7;
121024;1100;7,2;
121024;1200;9,2;
121024;1300;9;
121024;1400;8,59998;
121024;1500;9;
121024;1600;8,29999;
121024;1700;10;
121024;1800;11,5;
121024;1900;9,09998;
121024;2000;7,7;
121024;2100;7,5;
121024;2200;7,89999;
121024;2300;7,2;
121025;0000;6,39999;
121025;0100;6;
121025;0200;5,89999;
121025;0300;5,8;
121025;0400;5,89999;
121025;0500;5,7;
121025;0600;6,2;
121025;0700;6,2;
121025;0800;6,6;
121025;0900;7,39999;
121025;1000;8,29999;
121025;1100;7,6;
121025;1200;6,8;
121025;1300;7,2;
121025;1400;6,6;
121025;1500;6,3;
121025;1600;6;
121025;1700;6;
121025;1800;6,39999;
121025;1900;6,5;
121025;2000;6,2;
121025;2100;6,1;
121025;2200;5,7;
121025;2300;5;
121026;0000;4,1;
121026;0100;3,6;
121026;0200;3,2;
121026;0300;2,5;
121026;0400;2,4;
121026;0500;2,8;
121026;0600;3,1;
121026;0700;3,4;
121026;0800;6;
121026;0900;7,39999;
121026;1000;9;
121026;1100;9,59998;
121026;1200;9,89998;
121026;1300;10,1;
121026;1400;10,3;
121026;1500;10;
121026;1600;9,7;
121026;1700;7;
121026;1800;7;
121026;1900;6;
121026;2000;5,5;
121026;2100;4,7;
121026;2200;3,9;
121026;2300;3,1;
121027;0000;3,2;
121027;0100;3,1;
121027;0200;2,5;
121027;0300;3,2;
121027;0400;3,8;
121027;0500;3,8;
121027;0600;4;
121027;0700;4,2;
121027;0800;5,2;
121027;0900;7,6;
121027;1000;6,89999;
121027;1100;8,5;
121027;1200;9,89998;
121027;1300;11,3;
121027;1400;12;
121027;1500;11,1;
121027;1600;10,8;
121027;1700;10,2;
121027;1800;8,2;
121027;1900;7,2;
121027;2000;;
121027;2100;6,3;
121027;2200;6;
121027;2300;5,89999;
121028;0000;5,8;
121028;0100;5,89999;
121028;0200;6;
121028;0300;6;
121028;0400;5,8;
121028;0500;6;
121028;0600;5,89999;
121028;0700;6,6;
121028;0800;7,7;
121028;0900;9,79999;
121028;1000;10,5;
121028;1100;10,7;
121028;1200;11,7;
121028;1300;12,7;
121028;1400;11,8;
121028;1500;12,2;
121028;1600;12,5;
121028;1700;12;
121028;1800;12;
121028;1900;10,6;
121028;2000;8,59998;
121028;2100;7,7;
121028;2200;6,8;
121028;2300;6,2;
121029;0000;5,39999;
121029;0100;5,89999;
121029;0200;5,5;
121029;0300;5,6;
121029;0400;5,5;
121029;0500;5,5;
121029;0600;5,7;
121029;0700;6,1;
121029;0800;8;
121029;0900;9,29999;
121029;1000;9,39998;
121029;1100;10,5;
121029;1200;12;
121029;1300;14,6;
121029;1400;14,4;
121029;1500;14,8;
121029;1600;15;
121029;1700;14,1;
121029;1800;13,3;
121029;1900;11,9;
121029;2000;9,89998;
121029;2100;8,89998;
121029;2200;8,09998;
121029;2300;7,7;
121030;0000;7,5;
121030;0100;7,39999;
121030;0200;7,2;
121030;0300;7,2;
121030;0400;6,89999;
121030;0500;6,89999;
121030;0600;6,3;
121030;0700;7,3;
121030;0800;9,7;
121030;0900;9,7;
121030;1000;11,4;
121030;1100;15,5;
121030;1200;17,2;
121030;1300;16,2;
121030;1400;16,9;
121030;1500;16,4;
121030;1600;15,5;
121030;1700;13,3;
121030;1800;12,3;
121030;1900;11,3;
121030;2000;10,3;
121030;2100;9,89998;
121030;2200;9,59998;
121030;2300;9;
121031;0000;7,8;
121031;0100;8,09998;
121031;0200;7,1;
121031;0300;5,8;
121031;0400;5,1;
121031;0500;5,3;
121031;0600;5,3;
121031;0700;6;
121031;0800;7;
121031;0900;7,8;
121031;1000;7,6;
121031;1100;6,89999;
121031;1200;7,5;
121031;1300;6,2;
121031;1400;7,7;
121031;1500;9,2;
121031;1600;9,29999;
121031;1700;9,59998;
121031;1800;8,5;
121031;1900;7,8;
121031;2000;7;
121031;2100;6,5;
121031;2200;6,89999;
121031;2300;6,8;
121101;0000;6,6;
121101;0100;5,89999;
121101;0200;6;
121101;0300;6,2;
121101;0400;6,5;
121101;0500;8,09998;
121101;0600;9;
121101;0700;9,39998;
121101;0800;10,2;
121101;0900;11,4;
121101;1000;12,3;
121101;1100;13,7;
121101;1200;14;
121101;1300;16,2;
121101;1400;17,4;
121101;1500;17,6;
121101;1600;17,3;
121101;1700;16;
121101;1800;15,3;
121101;1900;14;
121101;2000;11,4;
121101;2100;11,2;
121101;2200;11,1;
121101;2300;11,1;
121102;0000;10,7;
121102;0100;9,39998;
121102;0200;9,09998;
121102;0300;9,59998;
121102;0400;10,5;
121102;0500;11;
121102;0600;11,7;
121102;0700;11,4;
121102;0800;13,3;
121102;0900;14;
121102;1000;15,7;
121102;1100;16,6;
121102;1200;17,4;
121102;1300;15,2;
121102;1400;11,2;
121102;1500;13,2;
121102;1600;15;
121102;1700;13,3;
121102;1800;12,2;
121102;1900;10,2;
121102;2000;7,6;
121102;2100;7,89999;
121102;2200;7,5;
121102;2300;7,2;
121103;0000;7,8;
121103;0100;8,09998;
121103;0200;7,5;
121103;0300;7,3;
121103;0400;7,5;
121103;0500;6,8;
121103;0600;6,2;
121103;0700;7,2;
121103;0800;9,29999;
121103;0900;11,3;
121103;1000;13,5;
121103;1100;13,5;
121103;1200;13,2;
121103;1300;13,7;
121103;1400;12,2;
121103;1500;12,1;
121103;1600;11,6;
121103;1700;11,4;
121103;1800;10,9;
121103;1900;10,3;
121103;2000;9,5;
121103;2100;9,5;
121103;2200;9,39998;
121103;2300;9,29999;
121104;0000;9,39998;
121104;0100;9,09998;
121104;0200;8,89998;
121104;0300;9;
121104;0400;8,7;
121104;0500;8,29999;
121104;0600;8,29999;
121104;0700;9;
121104;0800;11,5;
121104;0900;13,7;
121104;1000;13,4;
121104;1100;13,7;
121104;1200;15,8;
121104;1300;14,7;
121104;1400;14,5;
121104;1500;16,5;
121104;1600;17,7;
121104;1700;15,8;
121104;1800;14,2;
121104;1900;12,4;
121104;2000;10,3;
121104;2100;9,2;
121104;2200;8,39998;
121104;2300;8,2;
121105;0000;8,09998;
121105;0100;7,89999;
121105;0200;7,89999;
121105;0300;8;
121105;0400;8;
121105;0500;7,89999;
121105;0600;8;
121105;0700;8,59998;
121105;0800;9,5;
121105;0900;10,9;
121105;1000;12;
121105;1100;11,6;
121105;1200;12;
121105;1300;11,5;
121105;1400;11,7;
121105;1500;10,9;
121105;1600;10,8;
121105;1700;10,8;
121105;1800;10,2;
121105;1900;9,7;
121105;2000;9,59998;
121105;2100;9,5;
121105;2200;9,09998;
121105;2300;9,2;
121106;0000;9;
121106;0100;8,89998;
121106;0200;9;
121106;0300;9,39998;
121106;0400;9,7;
121106;0500;10,2;
121106;0600;10,3;
121106;0700;10,4;
121106;0800;10,6;
121106;0900;10,9;
121106;1000;11,6;
121106;1100;11,5;
121106;1200;10,6;
121106;1300;9,29999;
121106;1400;10,4;
121106;1500;10,7;
121106;1600;10,4;
121106;1700;11,3;
121106;1800;10,7;
121106;1900;9,7;
121106;2000;8,79999;
121106;2100;8,2;
121106;2200;8,2;
121106;2300;8;
121107;0000;7,89999;
121107;0100;7,6;
121107;0200;7,3;
121107;0300;7,2;
121107;0400;6,89999;
121107;0500;6,89999;
121107;0600;6,39999;
121107;0700;7,6;
121107;0800;10,4;
121107;0900;11;
121107;1000;11,3;
121107;1100;12,1;
121107;1200;12,7;
121107;1300;13,6;
121107;1400;15,4;
121107;1500;15,2;
121107;1600;15,2;
